# (c) Der Bundeswahlleiter, Wiesbaden 2016
# 
# Wahl der Abgeordneten zum 4. Europäischen Parlament aus der Bundesrepublik Deutschland (12. Juni 1994)
# Endgültige Ergebnisse nach kreisfreien Städten und Landkreisen
# 
Kreis-Nr.;Text;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;GRÜNE;CSU;REP;F.D.P.;ÖDP;BP;CM;LIGA;Solidarität;BSA;APD;BfB;Familie;DSU;GRAUE;NATURGESETZ;Autonome;NPD;FORUM;PBC;PASS;PDS;PEAD;STATT Partei
09 6 76;Miltenberg;89661;52147;607;51540;12533;0;4465;26330;2925;1621;1290;455;103;161;41;11;263;363;0;41;190;130;34;117;23;47;55;161;4;177
09 6 77;Main-Spessart;98208;56756;691;56065;13393;0;4546;29751;3098;1539;1125;432;135;74;25;17;296;563;0;33;237;103;35;63;23;107;84;156;7;223
09 6 78;Schweinfurt;85929;52802;529;52273;11243;0;4081;29585;2824;1325;869;445;146;62;29;10;335;339;0;41;186;111;47;95;21;109;76;103;14;177
09 6 79;Würzburg;114413;71395;672;70723;18320;0;7218;34336;3652;2276;1329;518;151;75;34;17;445;675;0;44;342;173;54;98;47;275;91;233;16;304
09 7 61;Augsburg, Stadt;184574;99612;896;98716;24231;0;11053;43271;8803;2951;2436;1507;247;105;43;21;453;1077;0;36;528;279;88;188;91;286;144;510;21;347
09 7 62;Kaufbeuren, Stadt;31679;17362;170;17192;3578;0;1489;8599;1065;689;468;312;38;37;6;2;138;221;0;12;140;58;18;102;13;45;20;51;4;87
09 7 63;Kempten (Allgäu), Stadt;46073;24942;249;24693;5845;0;2336;11178;1626;1171;952;351;47;92;9;5;149;277;0;20;156;78;12;40;9;127;41;82;9;81
09 7 64;Memmingen, Stadt;28976;16194;140;16054;4085;0;1359;7268;1043;546;700;166;50;18;7;4;72;207;0;4;107;43;11;41;9;168;28;54;1;63
09 7 71;Aichach-Friedberg;85225;47434;328;47106;8420;0;4461;24953;3925;1521;943;969;83;66;31;5;278;517;0;14;188;140;28;56;28;115;48;114;19;184
09 7 72;Augsburg;161344;86158;647;85511;18042;0;8029;43249;6215;2794;1974;1464;227;113;48;11;467;1058;0;45;372;267;50;149;51;195;92;235;11;353
09 7 73;Dillingen a.d. Donau;64926;33855;360;33495;6786;0;2120;17971;3150;1088;754;483;77;47;20;4;153;290;0;23;105;80;24;34;25;52;25;70;7;107
09 7 74;Günzburg;83946;43466;406;43060;8463;0;2908;23412;3249;1205;1312;725;118;48;21;2;231;373;0;26;258;138;42;84;23;83;45;117;11;166
09 7 75;Neu-Ulm;110813;58388;696;57692;15039;0;5674;26157;3304;2390;1345;744;170;83;40;4;352;814;0;29;304;180;51;142;45;240;82;195;20;288
09 7 76;Lindau (Bodensee);54802;29298;239;29059;5817;0;3085;14039;1217;1532;1106;421;114;131;22;9;131;599;0;21;201;78;50;37;21;172;34;84;7;131
09 7 77;Ostallgäu;92615;51096;372;50724;8384;0;4301;28115;2529;1844;1630;1786;187;116;24;4;229;565;0;16;221;150;39;143;24;91;49;88;10;179
09 7 78;Unterallgäu;95283;52394;464;51930;7605;0;3314;30025;3257;1571;2402;1100;213;140;34;8;327;742;0;45;252;162;45;115;22;227;38;111;14;161
09 7 79;Donau-Ries;93344;50703;434;50269;11240;0;3555;28111;2575;1228;994;623;124;61;21;10;235;661;0;17;188;106;40;103;19;87;43;86;15;127
09 7 80;Oberallgäu;106450;60228;478;59750;9897;0;5496;32903;2613;2898;2113;1098;161;312;24;10;293;604;0;15;312;201;53;67;34;200;64;140;17;225
909;Bayern;8758640;4940540;44672;4895868;1162117;0;427733;2393374;322702;163399;106973;77815;9226;6695;2036;827;25979;90670;0;2393;21724;12066;3876;7169;3349;11581;6165;18828;1020;18151

10 0 41;Stadtverband Saarbrücken;276563;192698;6710;185988;81508;60716;17810;0;7939;8633;994;60;363;59;49;48;1212;1690;665;21;1165;286;190;282;125;117;260;1187;47;562
10 0 42;Merzig-Wadern;81055;64366;3299;61067;25228;24384;4137;0;2325;2236;517;28;243;26;15;15;292;366;196;13;243;72;87;180;15;57;68;123;13;188
10 0 43;Neunkirchen;118133;86384;3344;83040;41045;26577;5875;0;3711;2510;283;35;187;37;24;17;509;449;346;13;375;113;73;79;31;66;113;333;21;218
10 0 44;Saarlouis;164154;124169;5182;118987;50580;44159;9516;0;5241;4214;683;72;389;57;46;51;710;796;478;22;532;184;115;129;43;121;185;338;23;303
10 0 45;Saarpfalz-Kreis;123141;91307;4063;87244;35486;31060;7910;0;4182;3385;571;54;232;42;17;12;585;921;895;10;400;140;126;99;53;130;133;371;19;411
10 0 46;Sankt Wendel;75855;62785;2684;60101;25143;25722;3736;0;2176;1262;209;27;143;30;2;11;307;279;201;31;153;67;57;52;14;54;62;149;5;209
910;Saarland;838901;621709;25282;596427;258990;212618;48984;0;25574;22240;3257;276;1557;251;153;154;3615;4501;2781;110;2868;862;648;821;281;545;821;2501;128;1891

11 0 00;Berlin, Stadt;2513128;1343515;18368;1325147;372559;375889;189176;0;44197;42310;7242;949;1203;543;1113;635;11401;11529;0;2035;21670;4739;2374;2253;6073;2043;6841;211055;583;6735
911;Berlin;2513128;1343515;18368;1325147;372559;375889;189176;0;44197;42310;7242;949;1203;543;1113;635;11401;11529;0;2035;21670;4739;2374;2253;6073;2043;6841;211055;583;6735

12 0 51;Brandenburg an der Havel, Stadt;70865;24638;366;24272;9612;5034;1127;0;457;697;88;14;41;34;39;29;185;397;0;54;277;91;27;65;107;51;329;5429;15;73
12 0 52;Cottbus, Stadt;95219;37605;575;37030;12528;8592;1827;0;592;853;115;29;65;51;45;23;335;274;0;124;283;127;81;83;212;47;401;10224;46;73
12 0 53;Frankfurt (Oder), Stadt;62140;25801;376;25425;7764;4258;1595;0;622;491;125;26;27;29;46;12;270;242;0;49;253;89;31;143;176;72;350;8685;28;42
12 0 54;Potsdam, Stadt;105571;48598;573;48025;16668;6178;2914;0;740;829;275;35;43;36;35;28;357;330;0;79;423;158;135;98;295;102;468;17627;37;135
12 0 60;Barnim;114105;45410;761;44649;16713;9571;2224;0;1070;1006;162;46;96;90;54;37;469;362;0;155;386;176;50;96;246;58;573;10868;32;109
12 0 61;Dahme-Spreewald;109294;51704;943;50761;18841;11737;2217;0;1385;1362;351;64;103;101;62;25;591;480;0;171;404;185;56;127;217;81;610;11424;43;124
12 0 62;Elbe-Elster;106659;47000;1079;45921;15215;14969;1952;0;1233;1797;167;80;137;144;64;38;576;385;0;411;335;225;46;154;265;87;713;6783;31;114
12 0 63;Havelland;99702;40078;665;39413;16016;8854;1599;0;868;1339;135;49;71;73;56;26;368;322;0;125;409;159;79;118;219;56;537;7775;32;128
12 0 64;Märkisch-Oderland;128432;52678;1019;51659;18367;10670;2083;0;1266;1728;210;70;114;100;72;41;514;380;0;175;440;208;44;149;284;108;723;13768;39;106
12 0 65;Oberhavel;129315;54006;964;53042;20415;11592;2562;0;1317;1313;184;64;110;85;69;46;578;399;0;204;461;205;48;134;267;135;665;12018;37;134
12 0 66;Oberspreewald-Lausitz;120821;47218;1225;45993;15487;14574;1732;0;1202;1153;129;58;130;114;69;40;543;391;0;433;262;159;67;152;250;79;677;8136;61;95
12 0 67;Oder-Spree;143236;58678;1119;57559;21336;12283;2648;0;1584;1501;248;96;117;82;73;55;632;615;0;186;530;228;46;196;403;93;882;13496;65;164
12 0 68;Ostprignitz-Ruppin;86230;32562;620;31942;12951;8069;1396;0;649;1059;143;45;66;70;41;25;251;229;0;102;190;112;36;115;148;118;426;5626;20;55
12 0 69;Potsdam-Mittelmark;132968;59739;1066;58673;23376;13265;3248;0;1239;1821;256;117;107;87;87;57;615;640;0;161;485;248;75;140;301;166;664;11328;70;120
12 0 70;Prignitz;79725;32541;602;31939;12357;9193;1080;0;741;1062;76;61;90;56;37;22;266;248;0;106;201;86;33;106;136;55;398;5435;23;71
12 0 71;Spree-Neiße;115135;46093;1070;45023;14299;14220;1678;0;1097;1205;126;61;125;86;67;28;499;378;0;327;406;184;46;144;225;66;684;8954;31;87
12 0 72;Teltow-Fläming;111779;48113;848;47265;19872;10065;2084;0;1162;1244;264;62;89;83;61;35;477;471;0;121;419;196;46;122;206;139;661;9216;39;131
12 0 73;Uckermark;121663;48970;1050;47920;18670;10973;1957;0;1124;1049;97;76;96;85;68;43;481;347;0;176;298;118;43;140;186;54;745;10954;47;93
912;Brandenburg;1932859;801432;14921;786511;290487;184097;35923;0;18348;21509;3151;1053;1627;1406;1045;610;8007;6890;0;3159;6462;2954;989;2282;4143;1567;10506;177746;696;1854

13 0 01;Greifswald, Hansestadt;46431;29162;1551;27611;4081;10723;1561;0;758;398;76;38;18;25;48;4;259;372;0;43;198;59;39;72;240;51;285;8154;33;76
13 0 02;Neubrandenburg, Stadt;62527;41233;1748;39485;7803;10562;2042;0;1051;700;156;39;30;27;70;13;428;339;0;65;219;119;53;76;267;60;370;14813;43;140
13 0 03;Rostock, Hansestadt;180963;103083;4147;98936;25238;20442;7856;0;1960;1911;336;86;81;81;192;26;762;1273;0;176;789;203;111;205;939;167;786;34867;79;370
13 0 04;Schwerin, Landeshauptstadt;91241;58631;2633;55998;14347;12154;3527;0;733;1304;252;47;30;58;105;15;475;321;0;433;414;116;50;389;844;87;378;19667;41;211
13 0 05;Stralsund, Hansestadt;53270;34683;2283;32400;6032;12049;1600;0;1146;558;69;30;33;28;67;8;370;371;0;62;254;69;34;65;218;94;339;8726;34;144
13 0 06;Wismar, Hansestadt;39859;23406;1210;22196;7346;6534;888;0;425;445;54;12;22;27;29;10;191;264;0;34;257;39;15;47;301;27;175;4965;20;69
13 0 51;Bad Doberan;69555;47603;3594;44009;10354;15299;2335;0;1005;1206;108;59;47;67;113;27;452;575;0;105;323;131;57;131;394;78;437;10482;55;169
13 0 52;Demmin;74718;52866;4478;48388;8279;22290;1267;0;1319;920;105;95;76;109;107;32;488;412;0;149;260;147;32;119;242;92;417;11256;60;115
13 0 53;Güstrow;87456;60123;4781;55342;13935;18450;2653;0;1359;1395;129;84;67;100;116;41;484;515;0;221;339;163;96;137;381;108;506;13818;62;183
13 0 54;Ludwigslust;94146;63919;4861;59058;16570;19967;2755;0;1116;1615;127;114;93;102;139;42;583;403;0;203;384;166;63;241;507;93;444;13061;60;210
13 0 55;Mecklenburg-Strelitz;63480;44129;3656;40473;9332;14463;1640;0;1439;962;97;80;39;78;91;39;431;289;0;143;239;136;47;124;254;77;377;9959;40;97
13 0 56;Müritz;53212;37877;3003;34874;8478;12113;1708;0;1052;834;88;69;45;80;135;30;332;241;0;105;177;85;28;78;271;71;271;8441;42;100
13 0 57;Nordvorpommern;87872;59193;5360;53833;10255;22460;1840;0;1561;1115;141;115;73;98;176;34;572;501;0;188;395;143;59;144;358;67;604;12668;71;195
13 0 58;Nordwestmecklenburg;82020;53842;3963;49879;14095;16258;2081;0;947;1109;140;86;59;109;93;37;465;409;0;167;386;179;65;154;484;99;402;11817;59;179
13 0 59;Ostvorpommern;86997;59772;5650;54122;8858;23099;1636;0;1915;1231;126;86;74;87;122;42;566;539;0;158;267;168;70;146;301;162;633;13595;71;170
13 0 60;Parchim;78924;54303;4143;50160;12544;16932;2127;0;1113;1625;142;77;81;87;119;29;490;379;0;200;325;147;47;143;417;105;453;12350;63;165
13 0 61;Rügen;60341;38260;3251;35009;5794;12334;1352;0;1091;919;71;45;48;73;124;26;434;372;0;85;275;130;50;75;274;73;583;10598;77;106
13 0 62;Uecker-Randow;67502;46478;3819;42659;6946;17811;1401;0;1606;794;93;70;41;56;80;9;381;271;0;156;240;125;41;117;176;81;460;11578;48;78
913;Mecklenburg-Vorpommern;1380514;908563;64131;844432;190287;283940;40269;0;21596;19041;2310;1232;957;1292;1926;464;8163;7846;0;2693;5741;2325;957;2463;6868;1592;7920;230815;958;2777

14 0 01;Chemnitz, Stadt;221999;150855;5992;144863;41083;43307;9372;0;3776;4038;474;84;223;275;101;66;1772;1251;0;1621;1627;420;231;227;2309;387;1411;30206;147;455
14 0 02;Dresden, Landeshauptstadt;372414;249363;10060;239303;35132;87388;20371;0;6675;9054;1371;177;320;418;374;133;2818;3872;0;3678;3746;788;355;664;3234;412;2393;54454;384;1092
14 0 03;Görlitz, Stadt;53776;34280;1606;32674;5987;12323;1783;0;1468;1048;118;45;64;122;27;22;409;409;0;1083;482;108;35;131;344;60;522;5921;28;135
14 0 04;Leipzig, Stadt;382946;221944;7605;214339;55138;56447;21781;0;5489;6244;907;150;195;146;148;130;2504;3518;0;3430;3725;548;296;405;3676;376;1907;46169;315;695
14 0 05;Plauen, Stadt;55588;35656;1492;34164;8081;12757;2243;0;1330;1621;92;18;68;63;22;7;373;268;0;257;370;93;60;60;481;72;309;5377;24;118
14 0 06;Zwickau, Stadt;86174;54828;1997;52831;11740;18642;3189;0;1780;1967;109;42;97;86;39;40;590;438;0;1372;590;130;42;90;553;121;478;10463;32;201
14 0 11;Annaberg;58623;44788;2752;42036;8126;19282;1510;0;1940;1703;77;49;210;246;49;28;530;358;0;701;336;107;35;159;1036;260;561;4610;35;88
14 0 12;Aue;85240;65264;3794;61470;12313;25972;2621;0;2462;1916;134;62;208;243;38;31;707;1156;0;2185;558;159;63;193;570;353;743;8572;37;174
14 0 13;Auerbach;52784;38007;2023;35984;7789;15429;1450;0;1532;1423;91;33;124;215;27;15;361;255;0;1445;283;101;29;33;345;243;271;4389;20;81
14 0 14;Bautzen;89028;65473;3814;61659;9093;30606;2488;0;2319;1854;177;58;131;167;61;27;906;602;0;944;608;213;39;160;586;140;798;9448;59;175
14 0 15;Bischofswerda;47244;36246;2439;33807;6103;15340;1222;0;1244;1759;104;29;77;72;50;14;546;323;0;459;372;137;36;73;335;127;503;4756;27;99
14 0 16;Borna;61677;43111;2376;40735;11102;14822;1614;0;1297;1073;73;39;29;29;27;21;501;375;0;607;441;106;21;50;1750;58;474;6096;41;89
14 0 17;Brand-Erbisdorf;27522;21869;1537;20332;3661;10256;632;0;761;901;51;27;68;61;16;11;291;165;0;246;137;65;8;36;183;47;264;2358;19;68
14 0 18;Chemnitz-Land;72895;55522;3167;52355;13055;22439;2351;0;1555;2294;138;60;181;243;39;20;663;471;0;675;513;163;46;93;621;298;517;5702;58;160
14 0 19;Delitzsch;39373;27944;1581;26363;6519;10172;1268;0;893;1055;79;28;16;14;17;7;342;241;0;194;391;83;25;33;270;30;257;4356;13;60
14 0 20;Dippoldiswalde;32421;25997;1659;24338;3739;11896;956;0;1091;796;96;50;61;104;22;10;434;204;0;266;274;96;29;61;280;93;391;3298;34;57
14 0 21;Döbeln;64762;46856;3215;43641;8820;19234;1746;0;1458;1809;97;47;49;35;29;38;678;423;0;297;440;133;46;88;486;47;610;6875;50;106
14 0 22;Dresden-Land;79214;58803;3530;55273;8222;24279;3663;0;2157;2587;224;57;113;169;71;27;824;753;0;1216;828;192;34;163;726;122;617;7974;50;205
14 0 23;Eilenburg;36165;26533;1437;25096;6077;8636;1721;0;1010;896;51;46;22;18;12;7;339;255;0;251;278;80;20;40;265;37;251;4708;21;55
14 0 24;Flöha;37356;28217;1764;26453;5133;12225;1174;0;986;989;67;25;67;92;25;13;383;222;0;266;284;104;34;35;347;96;385;3373;22;106
14 0 25;Freiberg;58392;42079;2412;39667;7217;17654;2230;0;1308;1281;244;58;105;87;38;34;634;413;0;401;352;138;76;103;483;48;634;5813;34;282
14 0 26;Freital;58410;41980;2446;39534;6735;17925;1822;0;1599;1296;147;46;71;67;47;14;525;387;0;602;481;114;52;91;550;46;503;6242;60;112
14 0 27;Geithain;20969;15703;1149;14554;3540;5968;571;0;526;494;33;16;23;22;13;6;168;157;0;287;140;58;14;34;384;63;165;1813;11;48
14 0 28;Glauchau;48186;34127;1907;32220;7931;13553;1848;0;969;1204;62;29;60;69;27;11;337;306;0;454;318;107;41;73;423;103;371;3803;19;102
14 0 29;Görlitz-Land;17922;13745;1015;12730;2094;5901;504;0;644;407;34;10;32;52;13;17;146;128;0;399;152;57;5;45;151;38;199;1644;17;41
14 0 30;Grimma;52708;38861;2013;36848;9193;13763;2091;0;1306;1892;112;45;61;32;32;34;545;496;0;571;353;150;21;107;484;58;457;4925;33;87
14 0 31;Großenhain;29928;22045;1570;20475;3486;9101;913;0;866;746;73;30;36;46;13;7;244;156;0;680;186;93;18;33;165;52;240;3224;18;49
14 0 32;Hainichen;47203;34614;2320;32294;7180;13707;1355;0;1179;1257;83;34;59;81;32;7;448;279;0;521;359;124;26;83;323;50;442;4555;22;88
14 0 33;Hohenstein-Ernstthal;44810;32387;1983;30404;7158;12409;1401;0;894;1619;54;19;108;49;14;14;383;252;0;483;369;79;25;41;351;117;256;4240;19;50
14 0 34;Hoyerswerda;75720;50645;2866;47779;11779;16146;1602;0;1343;1793;94;45;52;60;35;35;539;411;0;492;394;174;50;103;317;59;567;11536;50;103
14 0 35;Kamenz;43058;33522;1928;31594;5286;15275;1104;0;926;1153;64;34;60;51;28;19;372;203;0;400;344;121;25;50;245;55;398;5275;29;77
14 0 36;Klingenthal;25283;19431;1234;18197;4746;7189;711;0;991;769;62;22;54;77;10;13;216;189;0;233;204;70;12;34;169;149;202;2003;15;57
14 0 37;Leipzig-Land;99877;70854;3345;67509;17056;23989;4626;0;1857;2988;252;55;77;50;42;25;836;908;0;1844;1087;190;66;119;1016;81;608;9438;66;233
14 0 38;Löbau;69000;51511;4042;47469;7089;21669;1776;0;1932;1746;112;43;125;180;37;18;714;622;0;1637;555;153;57;103;552;204;732;7237;44;132
14 0 39;Marienberg;43743;34338;2463;31875;6298;14452;1152;0;1749;1240;87;31;145;133;26;19;410;277;0;389;246;100;46;61;627;163;476;3640;30;78
14 0 40;Meißen;82740;59080;4190;54890;9352;23835;2848;0;2067;2188;175;46;83;95;93;26;730;543;0;1144;715;171;41;208;625;77;663;8901;73;191
14 0 41;Niesky;27630;20695;1302;19393;3159;8674;668;0;938;588;45;12;46;88;32;16;246;152;0;639;158;68;11;30;177;50;301;3233;18;44
14 0 42;Oelsnitz;28472;20607;1361;19246;4707;7500;782;0;1029;826;53;34;54;81;14;11;213;181;0;467;175;66;18;33;205;100;190;2451;13;43
14 0 43;Oschatz;36784;27722;1998;25724;5495;9661;1428;0;900;1158;61;17;24;18;15;23;342;184;0;835;206;80;33;48;421;22;354;4332;20;47
14 0 44;Pirna;80976;59705;3137;56568;8326;26074;2462;0;1939;1952;163;62;76;90;95;74;771;730;0;925;859;187;38;472;529;78;764;9585;84;233
14 0 45;Plauen-Land;27542;21458;1150;20308;4830;8570;1092;0;811;1122;51;29;47;58;15;14;262;150;0;248;187;76;30;23;256;65;213;2086;17;56
14 0 46;Reichenbach;40446;28518;1319;27199;7293;9756;1425;0;1318;1295;64;30;69;133;17;9;301;199;0;692;253;76;31;19;309;77;255;3504;12;62
14 0 47;Riesa;67885;46640;2870;43770;9509;16952;2021;0;1382;1767;117;29;47;53;34;20;566;351;0;771;510;162;31;75;447;75;593;8119;28;111
14 0 48;Rochlitz;36347;27160;1639;25521;6588;10095;1039;0;772;1187;61;25;51;109;24;17;388;206;0;469;220;88;24;166;266;74;352;3219;18;63
14 0 49;Schwarzenberg;41643;30993;2189;28804;5482;12557;1003;0;1434;966;56;19;92;71;22;15;337;315;0;505;232;98;20;157;326;192;406;4404;20;75
14 0 50;Sebnitz;37294;27613;1739;25874;3685;13255;1067;0;1083;1111;73;15;54;45;37;13;297;224;0;381;293;105;21;73;217;40;377;3313;30;65
14 0 51;Stollberg;58640;43922;2828;41094;9476;17369;1628;0;1690;1704;96;54;179;224;23;11;518;427;0;554;337;112;26;89;460;224;506;5265;28;94
14 0 52;Torgau;40755;28835;1523;27312;7127;9661;1253;0;1112;1562;63;35;44;40;20;18;364;281;0;178;238;107;18;50;246;31;355;4427;25;57
14 0 53;Weißwasser;40321;26425;1323;25102;5153;9065;1073;0;1286;759;78;30;38;22;24;16;386;212;0;301;265;126;25;43;255;35;408;5406;32;64
14 0 54;Werdau;51873;36647;1723;34924;8641;13345;1833;0;1779;1597;116;48;126;85;29;19;376;323;0;473;405;117;30;64;437;112;415;4399;26;129
14 0 55;Wurzen;37250;26869;1331;25538;6289;9557;1483;0;920;859;78;45;51;32;33;10;354;299;0;493;294;120;23;66;295;106;301;3726;24;80
14 0 56;Zittau;60860;43961;2616;41345;6438;17684;1803;0;1671;1575;96;102;99;71;54;30;612;1031;0;687;673;136;50;105;475;127;693;6943;51;139
14 0 57;Zschopau;43369;33457;2047;31410;6397;14466;1137;0;1251;1078;58;36;171;171;32;17;384;302;0;432;205;92;29;75;467;209;404;3899;23;75
14 0 58;Zwickau-Land;61554;47240;2917;44323;9047;19195;1955;0;1640;2090;93;59;201;176;41;38;559;333;0;1028;387;154;34;90;459;334;517;5725;34;134
914;Sachsen;3594791;2524945;135735;2389210;500695;937424;134861;0;84334;90296;7640;2370;4943;5536;2255;1337;30494;27186;0;41808;28435;7695;2551;5760;31509;6693;27979;397430;2459;7520

15 1 01;Dessau, Stadt;73984;46117;1467;44650;10909;12992;3400;0;1090;2132;125;58;50;37;126;87;815;553;0;531;561;163;100;106;579;103;837;9089;39;168
15 1 12;Bernburg;56559;36670;1429;35241;9626;10836;1369;0;1002;2013;91;81;54;55;64;54;478;627;0;115;378;95;31;108;409;73;766;6685;44;187
15 1 13;Bitterfeld;89962;57517;2572;54945;15635;17326;2896;0;2038;2661;163;85;89;83;180;66;950;563;0;239;743;164;64;125;582;74;1180;8830;46;163
15 1 18;Gräfenhainichen;28718;20157;1037;19120;5199;6579;785;0;647;1009;60;37;33;22;60;22;330;167;0;93;230;84;16;66;181;71;439;2930;12;48
15 1 24;Jessen;23984;17406;835;16571;4871;5406;776;0;552;821;57;32;34;19;55;15;354;136;0;76;134;67;12;45;123;33;319;2553;17;64
15 1 26;Köthen;56934;37367;1699;35668;9864;11892;1683;0;929;1453;97;104;60;39;88;37;419;512;0;101;357;95;52;104;341;66;716;6556;19;84
15 1 34;Roßlau;26071;18185;646;17539;4625;5584;941;0;503;738;36;22;46;13;44;17;310;184;0;156;208;69;25;39;462;31;479;2932;16;59
15 1 44;Wittenberg;66723;43510;1615;41895;11590;12831;2688;0;1362;2094;159;85;85;65;154;44;741;485;0;118;501;170;49;124;477;91;915;6805;43;219
15 1 47;Zerbst;28226;19456;732;18724;5334;5622;1302;0;612;1025;42;32;32;24;53;27;251;162;0;98;226;74;25;57;211;16;424;2991;19;65
15 2 02;Halle/Saale, Stadt;227627;138458;7244;131214;30474;31570;9333;0;2755;9269;354;123;139;144;551;105;1822;1521;0;387;2801;393;193;328;2683;146;2326;33030;150;617
15 2 11;Aschersleben;47109;32161;1093;31068;8657;9242;1739;0;708;1670;91;43;37;27;72;34;403;260;0;426;389;102;29;109;343;32;785;5701;28;141
15 2 15;Eisleben;51392;34147;1419;32728;9056;11300;1140;0;886;1310;83;52;52;40;108;22;506;354;0;136;574;104;21;91;351;33;673;5695;23;118
15 2 22;Hettstedt;40584;27997;1188;26809;7507;9495;1125;0;703;931;74;42;32;40;66;42;454;266;0;127;316;79;31;76;316;51;609;4295;40;92
15 2 23;Hohenmölsen;20549;14228;644;13584;3763;4764;529;0;387;521;31;19;22;10;36;15;210;100;0;62;126;36;10;56;92;9;294;2437;21;34
15 2 27;Merseburg;87933;56123;2271;53852;14813;16794;2578;0;1352;3181;135;78;69;70;121;67;772;457;0;299;799;169;56;155;1308;61;1027;8942;69;480
15 2 28;Naumburg;39478;27171;1051;26120;6812;8483;1671;0;1021;1596;78;40;47;40;97;26;426;224;0;225;439;91;25;113;276;21;489;3790;16;74
15 2 29;Nebra;21616;15493;777;14716;3739;4815;680;0;482;1245;42;25;23;31;57;15;229;133;0;53;143;46;14;77;231;22;363;2189;26;36
15 2 33;Querfurt;23772;16711;839;15872;3992;5274;593;0;480;1513;45;29;33;18;39;13;259;132;0;94;153;59;15;52;241;18;343;2400;29;48
15 2 35;Saalkreis;49655;35528;1915;33613;8259;11481;1500;0;967;2804;109;49;43;44;99;29;590;313;0;146;377;108;29;130;398;28;704;5257;31;118
15 2 37;Sangerhausen;57138;39737;1875;37862;10458;12690;1615;0;1121;2196;102;54;56;41;108;45;584;310;0;109;512;112;63;133;436;56;931;5967;60;103
15 2 42;Weißenfels;46935;29505;1056;28449;7346;9443;1375;0;900;1313;102;53;52;48;78;34;455;294;0;225;424;114;42;104;355;32;623;4798;32;207
15 2 46;Zeitz;56165;36256;1798;34458;9072;11909;1575;0;1207;1412;100;80;73;38;97;42;573;351;0;131;443;114;24;104;306;61;723;5848;52;123
15 3 03;Magdeburg, Landeshauptstadt;211283;131619;2783;128836;38310;28747;10519;0;3078;3404;318;105;123;77;207;99;1415;1120;0;273;2062;348;137;286;1318;180;1965;33869;89;787
15 3 14;Burg;46867;31465;1017;30448;9309;9229;1532;0;793;1077;86;37;59;32;60;26;363;305;0;88;345;97;53;57;427;40;490;5845;30;68
15 3 16;Gardelegen;27599;19407;784;18623;5312;5848;1200;0;600;801;39;18;24;20;33;17;186;228;0;54;236;52;50;43;188;21;379;3196;12;66
15 3 17;Genthin;28105;18763;699;18064;6050;4916;1069;0;521;692;63;27;31;20;49;19;299;200;0;35;197;88;44;45;180;21;432;2979;12;75
15 3 19;Halberstadt;65358;44333;1340;42993;12266;14003;2389;0;1177;1430;96;75;46;37;88;27;470;375;0;117;558;119;68;136;1126;78;711;7485;14;102
15 3 20;Haldensleben;42319;30644;1496;29148;8901;9679;1753;0;798;1066;78;26;47;44;61;44;308;360;0;76;291;89;54;64;230;78;522;4468;30;81
15 3 21;Havelberg;15373;10397;378;10019;3013;2836;412;0;270;499;35;9;15;31;26;9;129;74;0;50;133;36;8;24;61;39;196;2077;10;27
15 3 25;Klötze;21567;14840;597;14243;3974;4676;777;0;464;805;43;24;28;22;22;15;165;151;0;37;147;39;13;42;157;27;227;2330;8;50
15 3 30;Oschersleben;31502;22416;833;21583;7987;6341;947;0;505;564;41;36;26;31;43;21;278;166;0;53;224;66;24;43;147;21;362;3609;11;37
15 3 31;Osterburg;31783;22919;962;21957;6558;6883;1092;0;626;855;57;28;40;26;41;28;283;191;0;66;198;68;29;40;280;58;447;3978;12;73
15 3 32;Quedlinburg;64173;41554;1827;39727;11479;12264;2147;0;1020;2105;119;57;57;67;79;41;626;450;0;311;575;138;35;151;584;89;918;6256;35;124
15 3 36;Salzwedel;33298;22498;926;21572;6375;6413;1238;0;706;622;51;15;32;24;47;24;237;258;0;70;196;76;65;23;354;40;345;4284;22;55
15 3 38;Schönebeck;61219;40299;1393;38906;10871;12965;1890;0;1044;1251;102;51;52;31;74;39;503;377;0;131;438;118;28;76;318;76;808;7533;37;93
15 3 39;Staßfurt;50083;32849;1266;31583;9242;9851;1438;0;760;1318;64;49;40;40;84;41;348;234;0;114;332;102;29;76;203;32;570;6480;28;108
15 3 40;Stendal;70903;44601;1512;43089;13752;12569;2496;0;1220;1383;106;55;68;58;87;59;549;420;0;132;543;129;41;134;469;81;827;7724;33;154
15 3 41;Wanzleben;30384;22007;897;21110;6166;6791;1035;0;569;946;36;29;25;28;50;23;287;181;0;55;168;55;6;51;137;28;372;4009;16;47
15 3 43;Wernigerode;75873;54552;1747;52805;15695;15552;3339;0;1466;1960;133;72;76;66;107;44;789;520;0;133;721;158;90;161;559;99;984;9876;46;159
15 3 45;Wolmirstedt;33999;23844;1010;22834;6476;7615;1341;0;668;943;85;25;35;29;56;39;380;263;0;57;287;70;28;66;198;24;433;3575;23;118
915;Sachsen-Anhalt;2162802;1428907;56669;1372238;383337;413506;77907;0;37989;64628;3728;1961;1985;1631;3567;1473;19546;13977;0;5799;18485;4356;1728;3820;17637;2160;26953;259293;1300;5472

